"","sample.ID","seq.ID","abundance","cumulative_abundance","total_abundance","cumulative_percentage","fill_col","sample_uid","host_genus","host_species","collection_longitude","collection_latitude","facet_column"
"2258","AU18_0745","C22ai",233,788,7239,0.108854814200856,"C22ai","158803","Turbinaria","Turbinaria_reniformis",151.929,-23.43327,"a"
"2259","AU18_0463","22134_C",233,1505,7764,0.193843379701185,"22134_C","158763","Turbinaria","Turbinaria_frondens",153.52519,-27.41415,"a"
"2260","AU18_0470","C50f",233,920,5030,0.182902584493042,"C50f","158766","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"2261","AU18_0389","C22ah",234,788,5953,0.132370233495716,"C22ah","158755","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"2262","AU18_1072","37253_C",234,1313,9769,0.134404749718497,"37253_C","158836","Turbinaria","Turbinaria_mesenterina",151.74128,-24.00121,"a"
"2263","AU18_0359","C22ah",235,733,6269,0.116924549369915,"C22ah","158752","Turbinaria","Turbinaria_mesenterina",153.55168,-27.39137,"a"
"2264","AU18_1039","C1",237,777,4733,0.164166490597929,"C1","158830","Turbinaria","Turbinaria_mesenterina",151.47969,-23.99487,"a"
"2265","AU18_1071","C22ah",240,1030,8127,0.126738033714778,"C22ah","158835","Turbinaria","Turbinaria_mesenterina",151.74128,-24.00121,"a"
"2266","AU18_1075","C1c",240,1161,8871,0.130875887724045,"C1c","158837","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"2267","AU18_0632","C3be",240,1283,4227,0.30352495859948,"C3be","158789","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"2268","AU18_0165","C1gw",243,2185,9279,0.235477960987175,"C1gw","158725","Turbinaria","Turbinaria_mesenterina",153.26942,-30.01767,"a"
"2269","AU18_0232","C3",244,472,472,1,"C3","158731","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"2270","AU18_0062","C21",247,2004,6386,0.313811462574381,"C21","158702","Turbinaria","Turbinaria_mesenterina",153.18158,-30.24195,"a"
"2271","AU18_0069","C1b",248,1547,4784,0.323369565217391,"C1b","158708","Turbinaria","Turbinaria_reniformis",153.18158,-30.24195,"a"
"2272","AU18_0387","C1dy",248,2190,5952,0.367943548387097,"C1dy","158753","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"2273","AU18_0162","262320_C",249,1131,16176,0.0699183976261128,"262320_C","158722","Turbinaria","Turbinaria_patula",153.38793,-29.92353,"a"
"2274","AU18_0910","C22ah",250,956,6511,0.146828444171402,"C22ah","158812","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"2275","AU18_0599","D6",250,1509,6047,0.249545229039193,"D6","158784","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"2276","AU18_0070","C1b",252,1786,5120,0.348828125,"C1b","158709","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"2277","AU18_1083","C22ah",254,1090,7266,0.150013762730526,"C22ah","158841","Turbinaria","Turbinaria_patula",151.47969,-23.99487,"a"
"2278","AU18_0700","C1b",259,1506,7225,0.208442906574394,"C1b","158796","Turbinaria","Turbinaria_patula",150.92229,-23.16422,"a"
"2279","AU18_0747","2784604_C",259,1467,8322,0.176279740447008,"2784604_C","158804","Turbinaria","Turbinaria_reniformis",151.929,-23.43327,"a"
"2280","AU18_0463","C50f",259,1764,7764,0.227202472952087,"C50f","158763","Turbinaria","Turbinaria_frondens",153.52519,-27.41415,"a"
"2281","AU18_0961","C22ah",260,784,5664,0.138418079096045,"C22ah","158813","Turbinaria","Turbinaria_mesenterina",151.74128,-24.00121,"a"
"2282","AU18_0256","C3",260,617,2439,0.252972529725297,"C3","158742","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"2283","AU18_0468","D4",260,957,6629,0.144365666012973,"D4","158764","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"2284","AU18_0583","C22ah",261,1081,7699,0.140407845174698,"C22ah","158774","Turbinaria","Turbinaria_patula",150.97526,-23.14819,"a"
"2285","AU18_0388","C22ah",262,871,6912,0.126012731481481,"C22ah","158754","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"2286","AU18_0108","C3",262,576,2128,0.270676691729323,"C3","158715","Turbinaria","Turbinaria_patula",153.38793,-29.92353,"a"
"2287","AU18_0063","2778029_C",262,1671,5234,0.319258693160107,"2778029_C","158703","Turbinaria","Turbinaria_mesenterina",153.18158,-30.24195,"a"
"2288","AU18_1040","C22ah",265,860,7259,0.118473618955779,"C22ah","158831","Turbinaria","Turbinaria_mesenterina",151.74128,-24.00121,"a"
"2289","AU18_0164","2286672_C",265,991,6007,0.164974196770434,"2286672_C","158724","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"2290","AU18_0457","C3",269,367,1798,0.204115684093437,"C3","158759","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"2291","AU18_0632","C22",270,1553,4227,0.36740004731488,"C22","158789","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"2292","AU18_0332","C22",271,794,1159,0.685073339085418,"C22","158750","Turbinaria","Turbinaria_patula",153.55168,-27.39137,"a"
"2293","AU18_1010","C3",271,955,2567,0.372029606544605,"C3","158821","Turbinaria","Turbinaria_sp.",151.74225,-24.02064,"a"
"2294","AU18_0111","1646063_C",272,881,5191,0.169716817568869,"1646063_C","158716","Turbinaria","Turbinaria_mesenterina",153.38793,-29.92353,"a"
"2295","AU18_1033","C22",272,1074,4032,0.266369047619048,"C22","158825","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"2296","AU18_0965","C50f",272,634,5141,0.123322310834468,"C50f","158817","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"2297","AU18_0895","C3",274,1396,3075,0.453983739837398,"C3","158809","Turbinaria","Turbinaria_mesenterina",152.71016,-24.11193,"a"
"2298","AU18_0748","C22ad",276,1403,5331,0.263177640217595,"C22ad","158805","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"2299","AU18_1033","C3",279,1353,4032,0.335565476190476,"C3","158825","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"2300","AU18_1138","1148411_C",280,807,18667,0.0432313708683773,"1148411_C","158851","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"2301","AU18_1037","C22",280,1264,6510,0.194162826420891,"C22","158828","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"2302","AU18_1128","C22",282,470,470,1,"C22","158849","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"2303","AU18_0970","C1b",282,1221,7883,0.1548902702017,"C1b","158820","Turbinaria","Turbinaria_reniformis",151.74225,-24.02064,"a"
"2304","AU18_1041","C3",283,1605,4615,0.347778981581798,"C3","158832","Turbinaria","Turbinaria_patula",151.47969,-23.99487,"a"
"2305","AU18_0586","C3",283,1218,1983,0.614220877458396,"C3","158776","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"2306","AU18_0821","D1ej",284,1315,5108,0.257439310884886,"D1ej","158806","Turbinaria","Turbinaria_sp.",151.929,-23.43327,"a"
"2307","AU18_0070","C3xf",285,2071,5120,0.4044921875,"C3xf","158709","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"2308","AU18_0064","C3xe",289,1295,1753,0.73873359954364,"C3xe","158704","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"2309","AU18_0474","C1b",290,1332,5446,0.244583180315828,"C1b","158768","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"2310","AU18_1035","C22ai",294,950,5778,0.1644167532018,"C22ai","158827","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"2311","AU18_0237","C1",300,1189,1189,1,"C1","158733","Turbinaria","Turbinaria_patula",153.26519,-30.20489,"a"
"2312","AU18_0587","C22ah",302,931,5965,0.156077116512992,"C22ah","158777","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"2313","AU18_0966","C42.2",303,1122,5901,0.190137264870361,"C42.2","158818","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"2314","AU18_1060","C22ah",306,1370,7959,0.172132177409222,"C22ah","158834","Turbinaria","Turbinaria_patula",151.74128,-24.00121,"a"
"2315","AU18_0599","D1",307,1816,6047,0.300314205391103,"D1","158784","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"2316","AU18_0586","C1",307,1525,1983,0.769036812909733,"C1","158776","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"2317","AU18_0485","C22ad",308,756,1322,0.571860816944024,"C22ad","158772","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"2318","AU18_1123","1611788_C",309,1782,10194,0.174808711006474,"1611788_C","158845","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"2319","AU18_0164","C1",314,1305,6007,0.217246545696687,"C1","158724","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"2320","AU18_1122","C3co",314,1860,8689,0.214063758775463,"C3co","158844","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"2321","AU18_0474","C50b",314,1646,5446,0.302240176276166,"C50b","158768","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"2322","AU18_1138","1147954_C",315,1122,18667,0.0601060695344726,"1147954_C","158851","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"2323","AU18_1010","D1",316,1271,2567,0.495130502532139,"D1","158821","Turbinaria","Turbinaria_sp.",151.74225,-24.02064,"a"
"2324","AU18_1037","C3",316,1580,6510,0.242703533026114,"C3","158828","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"2325","AU18_0470","C22ad",319,1239,5030,0.246322067594433,"C22ad","158766","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"2326","AU18_1032","C22",320,1037,4996,0.207566052842274,"C22","158824","Turbinaria","Turbinaria_mesenterina",151.47969,-23.99487,"a"
"2327","AU18_0474","C3",322,1968,5446,0.361366140286449,"C3","158768","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"2328","AU18_0062","C1",322,2326,6386,0.364234262449107,"C1","158702","Turbinaria","Turbinaria_mesenterina",153.18158,-30.24195,"a"
"2329","AU18_0737","C22ad",323,598,1264,0.473101265822785,"C22ad","158799","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"2330","AU18_0744","D6",323,1533,3954,0.387708649468892,"D6","158802","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"2331","AU18_1138","1611788_C",333,1455,18667,0.0779450366957733,"1611788_C","158851","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"2332","AU18_1172","C22ai",338,1170,6879,0.170082860880942,"C22ai","158853","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"2333","AU18_1032","C3",339,1376,4996,0.275420336269015,"C3","158824","Turbinaria","Turbinaria_mesenterina",151.47969,-23.99487,"a"
"2334","AU18_0965","C1c",339,973,5141,0.189262789340595,"C1c","158817","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"2335","AU18_0067","C1",341,1291,1291,1,"C1","158706","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"2336","AU18_0063","C21",342,2013,5234,0.38460068781047,"C21","158703","Turbinaria","Turbinaria_mesenterina",153.18158,-30.24195,"a"
"2337","AU18_0070","C3ih",344,2415,5120,0.4716796875,"C3ih","158709","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"2338","AU18_0311","C3",345,1844,6747,0.273306654809545,"C3","158747","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"2339","AU18_1026","C1b",345,1223,5647,0.216575172658049,"C1b","158822","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"2340","AU18_1129","C3",346,858,3086,0.278029812054439,"C3","158850","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"2341","AU18_1121","D4",347,1258,5906,0.213003725025398,"D4","158843","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"2342","AU18_1032","C1c",353,1729,4996,0.346076861489191,"C1c","158824","Turbinaria","Turbinaria_mesenterina",151.47969,-23.99487,"a"
"2343","AU18_0472","C50f",353,862,5259,0.163909488495912,"C50f","158767","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"2344","AU18_0281","C3",353,1357,3096,0.438307493540052,"C3","158745","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"2345","AU18_0470","1645787_C",354,1593,5030,0.316699801192843,"1645787_C","158766","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"2346","AU18_0165","107479_C",357,2542,9279,0.273951934475698,"107479_C","158725","Turbinaria","Turbinaria_mesenterina",153.26942,-30.01767,"a"
"2347","AU18_0432","C3",361,768,2722,0.282145481263777,"C3","158757","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"2348","AU18_0876","D6",361,1167,4819,0.242166424569413,"D6","158808","Turbinaria","Turbinaria_reniformis",152.38847,-23.90505,"a"
"2349","AU18_0463","C42.2",361,2125,7764,0.273699124162803,"C42.2","158763","Turbinaria","Turbinaria_frondens",153.52519,-27.41415,"a"
"2350","AU18_0332","D1",365,1159,1159,1,"D1","158750","Turbinaria","Turbinaria_patula",153.55168,-27.39137,"a"
"2351","AU18_0248","25757_D",366,2126,11136,0.190912356321839,"25757_D","158739","Turbinaria","Turbinaria_mesenterina",153.62861,-28.60497,"a"
"2352","AU18_0696","C3",372,763,2999,0.254418139379793,"C3","158795","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"2353","AU18_0742","C3",372,867,3688,0.235086767895879,"C3","158800","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"2354","AU18_0965","C3",373,1346,5141,0.261816767165921,"C3","158817","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"2355","AU18_1138","1645568_C",374,1829,18667,0.0979803932072641,"1645568_C","158851","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"2356","AU18_0311","107479_C",377,2221,6747,0.329183340744034,"107479_C","158747","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"2357","AU18_0469","C22",377,1339,6266,0.213692946058091,"C22","158765","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"2358","AU18_0311","C22ad",381,2602,6747,0.385652882762709,"C22ad","158747","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"2359","AU18_0288","2778029_C",383,2505,7485,0.334669338677355,"2778029_C","158746","Turbinaria","Turbinaria_mesenterina",153.26519,-30.20489,"a"
"2360","AU18_0876","D4",386,1553,4819,0.322266030296742,"D4","158808","Turbinaria","Turbinaria_reniformis",152.38847,-23.90505,"a"
"2361","AU18_0895","D1",387,1783,3075,0.579837398373984,"D1","158809","Turbinaria","Turbinaria_mesenterina",152.71016,-24.11193,"a"
"2362","AU18_0472","C1c",387,1249,5259,0.237497623122267,"C1c","158767","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"2363","AU18_0251","C22ah",388,1696,12084,0.140350877192982,"C22ah","158740","Turbinaria","Turbinaria_mesenterina",153.62861,-28.60497,"a"
"2364","AU18_0588","C22ah",389,1310,7644,0.171376242804814,"C22ah","158778","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"2365","AU18_0615","C3",398,1153,4488,0.256907308377897,"C3","158787","Turbinaria","Turbinaria_patula",150.97526,-23.14819,"a"
"2366","AU18_0165","C3ih",399,2941,9279,0.316952257786399,"C3ih","158725","Turbinaria","Turbinaria_mesenterina",153.26942,-30.01767,"a"
"2367","AU18_0260","C3",400,753,2505,0.30059880239521,"C3","158744","Turbinaria","Turbinaria_mesenterina",153.26519,-30.20489,"a"
"2368","AU18_0472","C50cg",408,1657,5259,0.315078912340749,"C50cg","158767","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"2369","AU18_0220","D6",410,1012,2620,0.386259541984733,"D6","158730","Turbinaria","Turbinaria_mesenterina",153.26942,-30.01767,"a"
"2370","AU18_1010","C22",416,1687,2567,0.657187378262563,"C22","158821","Turbinaria","Turbinaria_sp.",151.74225,-24.02064,"a"
"2371","AU18_1034","C1c",419,1245,5529,0.225176342919154,"C1c","158826","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"2372","AU18_1037","C1c",421,2001,6510,0.307373271889401,"C1c","158828","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"2373","AU18_0470","C3bm",422,2015,5030,0.400596421471173,"C3bm","158766","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"2374","AU18_0702","C3",425,869,3394,0.256040070713023,"C3","158797","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"2375","AU18_1121","D6",428,1686,5906,0.285472400948188,"D6","158843","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"2376","AU18_0612","C1",433,1169,5483,0.213204450118548,"C1","158785","Turbinaria","Turbinaria_patula",150.97526,-23.14819,"a"
"2377","AU18_0111","C3",434,1315,5191,0.253323059140821,"C3","158716","Turbinaria","Turbinaria_mesenterina",153.38793,-29.92353,"a"
"2378","AU18_0965","C3bm",440,1786,5141,0.347403228943785,"C3bm","158817","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"2379","AU18_0459","C3",445,1077,3937,0.273558547117094,"C3","158761","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"2380","AU18_1111","C3",445,1039,3671,0.283029147371288,"C3","158842","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"2381","AU18_1125","D4",446,1666,7108,0.234383792909398,"D4","158847","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"2382","AU18_0463","C50cg",449,2574,7764,0.331530139103555,"C50cg","158763","Turbinaria","Turbinaria_frondens",153.52519,-27.41415,"a"
"2383","AU18_0387","C1by",452,2642,5952,0.443884408602151,"C1by","158753","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"2384","AU18_0163","C1",453,1862,4620,0.403030303030303,"C1","158723","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"2385","AU18_0170","C1",454,1005,3366,0.298573975044563,"C1","158727","Turbinaria","Turbinaria_mesenterina",153.26519,-30.20489,"a"
"2386","AU18_1125","C3",455,2121,7108,0.29839617332583,"C3","158847","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"2387","AU18_0064","C1",458,1753,1753,1,"C1","158704","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"2388","AU18_0586","C50b",458,1983,1983,1,"C50b","158776","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"2389","AU18_0747","2785985_C",459,1926,8322,0.231434751261716,"2785985_C","158804","Turbinaria","Turbinaria_reniformis",151.929,-23.43327,"a"
"2390","AU18_1121","C3",459,2145,5906,0.363189976295293,"C3","158843","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"2391","AU18_0472","C3bm",463,2120,5259,0.403118463586233,"C3bm","158767","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"2392","AU18_0747","C3",464,2390,8322,0.287190579187695,"C3","158804","Turbinaria","Turbinaria_reniformis",151.929,-23.43327,"a"
"2393","AU18_0469","1645787_C",464,1803,6266,0.287743376954995,"1645787_C","158765","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"2394","AU18_0248","D1d",468,2594,11136,0.232938218390805,"D1d","158739","Turbinaria","Turbinaria_mesenterina",153.62861,-28.60497,"a"
"2395","AU18_1026","C1c",470,1693,5647,0.299805206304232,"C1c","158822","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"2396","AU18_0460","C3",471,1024,3840,0.266666666666667,"C3","158762","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"2397","AU18_1121","C22ad",475,2620,5906,0.443616661022689,"C22ad","158843","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"2398","AU18_0463","C1c",477,3051,7764,0.392967542503864,"C1c","158763","Turbinaria","Turbinaria_frondens",153.52519,-27.41415,"a"
"2399","AU18_1079","C3",479,1097,4082,0.268740813326801,"C3","158839","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"2400","AU18_0068","C42.2",487,2130,3511,0.606664767872401,"C42.2","158707","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"2401","AU18_1125","D6",498,2619,7108,0.368458075407991,"D6","158847","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"2402","AU18_0966","C1b",500,1622,5901,0.274868666327741,"C1b","158818","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"2403","AU18_0456","C3",501,935,3397,0.275242861348248,"C3","158758","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"2404","AU18_0744","D4",503,2036,3954,0.514921598381386,"D4","158802","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"2405","AU18_0745","C3",504,1292,7239,0.178477690288714,"C3","158803","Turbinaria","Turbinaria_reniformis",151.929,-23.43327,"a"
"2406","AU18_0966","C1c",506,2128,5901,0.36061684460261,"C1c","158818","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"2407","AU18_0068","C3xe",507,2637,3511,0.751068071774423,"C3xe","158707","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"2408","AU18_0311","C42.2",507,3109,6747,0.46079739143323,"C42.2","158747","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"2409","AU18_1075","C22ai",512,1673,8871,0.188592041483486,"C22ai","158837","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"2410","AU18_0483","C1b",512,1781,8786,0.202708854996585,"C1b","158770","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"2411","AU18_0688","C3",513,1339,5554,0.24108750450126,"C3","158792","Turbinaria","Turbinaria_mesenterina",150.92229,-23.16422,"a"
"2412","AU18_0965","C50cg",514,2300,5141,0.447383777475199,"C50cg","158817","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"2413","AU18_0469","C50f",521,2324,6266,0.370890520268114,"C50f","158765","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"2414","AU18_0583","C3",523,1604,7699,0.208338745291596,"C3","158774","Turbinaria","Turbinaria_patula",150.97526,-23.14819,"a"
"2415","AU18_0165","C1b",523,3464,9279,0.373316090095915,"C1b","158725","Turbinaria","Turbinaria_mesenterina",153.26942,-30.01767,"a"
"2416","AU18_0108","C22ad",525,1101,2128,0.517387218045113,"C22ad","158715","Turbinaria","Turbinaria_patula",153.38793,-29.92353,"a"
"2417","AU18_0590","C1",527,1388,6292,0.220597584233948,"C1","158780","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"2418","AU18_0463","C3bm",529,3580,7764,0.461102524471922,"C3bm","158763","Turbinaria","Turbinaria_frondens",153.52519,-27.41415,"a"
"2419","AU18_0474","C1c",531,2499,5446,0.458868894601542,"C1c","158768","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"2420","AU18_0113","C3",532,1139,1139,1,"C3","158718","Turbinaria","Turbinaria_mesenterina",153.38793,-29.92353,"a"
"2421","AU18_1031","C3",538,1309,5703,0.229528318428897,"C3","158823","Turbinaria","Turbinaria_sp.",151.47969,-23.99487,"a"
"2422","AU18_0483","C1c",539,2320,8786,0.264056453448668,"C1c","158770","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"2423","AU18_0248","1646063_C",541,3135,11136,0.281519396551724,"1646063_C","158739","Turbinaria","Turbinaria_mesenterina",153.62861,-28.60497,"a"
"2424","AU18_0463","C1b",552,4132,7764,0.53219989696033,"C1b","158763","Turbinaria","Turbinaria_frondens",153.52519,-27.41415,"a"
"2425","AU18_0457","C22",553,920,1798,0.511679644048943,"C22","158759","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"2426","AU18_0257","C3",553,1241,3849,0.322421408157963,"C3","158743","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"2427","AU18_0432","C22ad",556,1324,2722,0.486407053637032,"C22ad","158757","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"2428","AU18_0695","C3",558,1354,5564,0.243350107836089,"C3","158794","Turbinaria","Turbinaria_patula",150.92229,-23.16422,"a"
"2429","AU18_0599","C3",563,2379,6047,0.393418223912684,"C3","158784","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"2430","AU18_0965","C1",564,2864,5141,0.557090060299553,"C1","158817","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"2431","AU18_0387","C1ab",564,3206,5952,0.53864247311828,"C1ab","158753","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"2432","AU18_0485","C22",566,1322,1322,1,"C22","158772","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"2433","AU18_0458","C3",569,1325,5805,0.228251507321275,"C3","158760","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"2434","AU18_1129","C22ad",571,1429,3086,0.463058976020739,"C22ad","158850","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"2435","AU18_0248","D4",575,3710,11136,0.333153735632184,"D4","158739","Turbinaria","Turbinaria_mesenterina",153.62861,-28.60497,"a"
"2436","AU18_0482","C3",578,1142,4734,0.241233629066329,"C3","158769","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"2437","AU18_0696","C22ad",584,1347,2999,0.449149716572191,"C22ad","158795","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"2438","AU18_0070","C3xe",585,3000,5120,0.5859375,"C3xe","158709","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"2439","AU18_0632","C3",590,2143,4227,0.506978944878164,"C3","158789","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"2440","AU18_0256","C22ad",591,1208,2439,0.495284952849529,"C22ad","158742","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"2441","AU18_0311","C22",592,3701,6747,0.548540091892693,"C22","158747","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"2442","AU18_0162","1055322_C",595,1726,16176,0.106701285855589,"1055322_C","158722","Turbinaria","Turbinaria_patula",153.38793,-29.92353,"a"
"2443","AU18_1111","C22ad",597,1636,3671,0.445655134840643,"C22ad","158842","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"2444","AU18_1041","C22ad",598,2203,4615,0.477356446370531,"C22ad","158832","Turbinaria","Turbinaria_patula",151.47969,-23.99487,"a"
"2445","AU18_0964","C3",599,1113,4428,0.251355013550136,"C3","158816","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"2446","AU18_0260","C22ad",599,1352,2505,0.539720558882236,"C22ad","158744","Turbinaria","Turbinaria_mesenterina",153.26519,-30.20489,"a"
"2447","AU18_1072","C22ai",599,1912,9769,0.19572115876753,"C22ai","158836","Turbinaria","Turbinaria_mesenterina",151.74128,-24.00121,"a"
"2448","AU18_1124","C22ad",605,1171,3817,0.306785433586586,"C22ad","158846","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"2449","AU18_0387","C1gw",606,3812,5952,0.640456989247312,"C1gw","158753","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
